ocid,id,tag,buyer,title,buyer/identifier/legalName,planning/budget/amount/amount,tender/procuringEntity,tender/title,tender/description,tender/procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/milestones/status,tender/title,tender/description,tendervalueamount,procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/procuringEntity,tender/procuringEntity/additionalIdentifiers/legalName,tender/procuringEntity/name,awards/title,awards/description,awards/date,awards/value/amount,awards/suppliers,awards/contractPeriod/startDate,awards/contractPeriod/endDate,awards/suppliers/identifier/legalName,awards/suppliers/additionalIdentifiers/legalName,contractor,awards/amendment/date,contracts/title,contracts/description,contracts/period/startDate,contracts/period/endDate,contractscomp,contractsimp,category
ocds-gyl66f-srdba-t33ale,ocds-gyl66f-srdba-t33ale,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,21750000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ","COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ","COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ",16960408.5,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ","COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ",22/09/2014,16960408.5,DOGON MARKE INVEST. LTD,OCT. 2014,JAN. 2015,DOGON MARKE INVEST. LTD,DOGON MARKE INVEST. LTD,DOGON MARKE INVEST. LTD,,"COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ","COMMUNITY BASED WATER SUPPLY POST AT SHIYYAR ALASAWA SALAME ,GWADABAWA L.G. SOKOTO ",OCT. 2014,JAN. 2015,1,COMPLETED,goods
ocds-gyl66f-srdba-wl2aln,ocds-gyl66f-srdba-wl2aln,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,21750000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE",15646522.5,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE",22/09/2014,15646522.5,DOGON MARKE INVST LTD,OCT. 2014,JAN. 2015,DOGON MARKE INVST LTD,DOGON MARKE INVST LTD,DOGON MARKE INVST LTD,,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED) AT TAMBAGAR,GWADABAWA L.G. SOKOTO SATE",OCT. 2014,JAN. 2015,1,COMPLETED,works
ocds-gyl66f-srdba-wtxede,ocds-gyl66f-srdba-wtxede,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,21750000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",16368471,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",22/09/2014,16368471,DOGON MARKE INVEST LTD,OCT. 2014,JAN. 2015,DOGON MARKE INVEST LTD,DOGON MARKE INVEST LTD,DOGON MARKE INVEST LTD,,"COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (SOLAR POWERED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",OCT. 2014,JAN. 2015,1,COMPLETED,consulting
ocds-gyl66f-srdba-2x6leh,ocds-gyl66f-srdba-2x6leh,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,17850000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",14175692.34,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",22/09/2014,14175692.34,HANDIN KAI NIGERIA LIMITED.,OCT. 2014,JAN. 2015,HANDIN KAI NIGERIA LIMITED.,HANDIN KAI NIGERIA LIMITED.,HANDIN KAI NIGERIA LIMITED.,,"COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE","COMMUNITY BASED WATER SUPPLY POST (MOTORISED)AT DARNA TSOLAWA VILLAGE,IIELA L.G. SOKOTO SATE",OCT. 2014,JAN. 2015,1,COMPLETED,nonconsulting
ocds-gyl66f-srdba-l85eee,ocds-gyl66f-srdba-l85eee,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,1700000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO","HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO","HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO",1501637.81,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO","HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO",22/09/2014,1501637.81,ARAB & PARTNERS,OCT. 2014,JAN. 2015,ARAB & PARTNERS,ARAB & PARTNERS,ARAB & PARTNERS,,"HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO","HANDPUMP BOREHOLE AT SABON GARIN HUCHI VILLAGE, GWADABAWA,SOKOTO",OCT. 2014,JAN. 2015,1,COMPLETED,goods
ocds-gyl66f-srdba-xk7ldn,ocds-gyl66f-srdba-xk7ldn,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,1700000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,1436793.75,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,22/09/2014,1436793.75,ARABS & PARTNERS LTD,OCT. 2014,JAN. 2015,ARABS & PARTNERS LTD,ARABS & PARTNERS LTD,ARABS & PARTNERS LTD,,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,OCT. 2014,JAN. 2015,1,COMPLETED,works
ocds-gyl66f-srdba-llmogl,ocds-gyl66f-srdba-llmogl,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,1700000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE","HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE","HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE",1203516.56,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE","HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE",22/09/2014,1203516.56,ARAB & PARTNERS LTD,OCT. 2014,JAN. 2015,ARAB & PARTNERS LTD,ARAB & PARTNERS LTD,ARAB & PARTNERS LTD,,"HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE","HANDPUMP BOREHOLE AT G.G.S.S ILLELA L.G.A,SOKOTO STATE",OCT. 2014,JAN. 2015,1,COMPLETED,consulting
ocds-gyl66f-srdba-9m5ehi,ocds-gyl66f-srdba-9m5ehi,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,11400000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,8810720.63,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,22/09/2014,8810720.63,ARABS & PARTNERS LTD,OCT. 2014,JAN. 2015,ARABS & PARTNERS LTD,ARABS & PARTNERS LTD,ARABS & PARTNERS LTD,,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 19 UNITS OF TRICYCLE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,OCT. 2014,JAN. 2015,1,COMPLETED,nonconsulting
ocds-gyl66f-srdba-862hei,ocds-gyl66f-srdba-862hei,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,660000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,594090,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,22/09/2014,594090,ARABS & PARTNERS LTD,OCT. 2014,JAN. 2015,ARABS & PARTNERS LTD,ARABS & PARTNERS LTD,ARABS & PARTNERS LTD,,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,SUPPLY OF 22 SEWING MACHINE TO GWADABAWA/ILELA L.G.A SOKOTO STATE,OCT. 2014,JAN. 2015,1,COMPLETED,goods
ocds-gyl66f-srdba-67ktpt,ocds-gyl66f-srdba-67ktpt,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,36000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,30345487,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,22/09/2014,30345487,SAVANA SCAPE REALTORS LTD.,OCT. 2014,JAN. 2015,SAVANA SCAPE REALTORS LTD.,SAVANA SCAPE REALTORS LTD.,SAVANA SCAPE REALTORS LTD.,,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,PROVISION OF SOLAR STREET LIGHT AT BIRNIN KEBBI/KALGO/BUNZA FED CONST OF KEBBI STATE,OCT. 2014,JAN. 2015,1,COMPLETED,works
ocds-gyl66f-srdba-m46ihs,ocds-gyl66f-srdba-m46ihs,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SOLAR STREET LIGHT IN KAMBA, KEBBI STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,14000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SOLAR STREET LIGHT IN KAMBA, KEBBI STATE","SOLAR STREET LIGHT IN KAMBA, KEBBI STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"SOLAR STREET LIGHT IN KAMBA, KEBBI STATE","SOLAR STREET LIGHT IN KAMBA, KEBBI STATE",10524436,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SOLAR STREET LIGHT IN KAMBA, KEBBI STATE","SOLAR STREET LIGHT IN KAMBA, KEBBI STATE",22/09/2014,10524436,GAMZAKI GLOBAL VENT. NIG. LTD,20/10/014,20/01/2015,GAMZAKI GLOBAL VENT. NIG. LTD,GAMZAKI GLOBAL VENT. NIG. LTD,GAMZAKI GLOBAL VENT. NIG. LTD,,"SOLAR STREET LIGHT IN KAMBA, KEBBI STATE","SOLAR STREET LIGHT IN KAMBA, KEBBI STATE",20/10/014,20/01/2015,1,COMPLETED,consulting
ocds-gyl66f-srdba-l52gho,ocds-gyl66f-srdba-l52gho,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,10000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE","SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE","SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE",7428750,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE","SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE",22/09/2014,7428750,ALH.MUH?D ABDULLAHI & SON  LTD,17/10/014,17/01/2015,ALH.MUH?D ABDULLAHI & SON  LTD,ALH.MUH?D ABDULLAHI & SON  LTD,ALH.MUH?D ABDULLAHI & SON  LTD,,"SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE","SKILL ACQUISITION TRAINING AND EMPOWERMENT ON VARIOUS TRADE FOR YOUTH DEVELOPMENT AND WOMEN IN KANGIWA,KEBBI STATE",17/10/014,17/01/2015,1,COMPLETED,nonconsulting
ocds-gyl66f-srdba-w67elb,ocds-gyl66f-srdba-w67elb,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,7000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE","SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,"SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE","SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE",4129696.2,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE","SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE",22/09/2014,4129696.2,GALUMMA INVST. NIG. LTD,17/10/014,17/01/2015,GALUMMA INVST. NIG. LTD,GALUMMA INVST. NIG. LTD,GALUMMA INVST. NIG. LTD,,"SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE","SOLAR STREET LIGHT IN KWABKWABA/TUNGAR, KEBBI STATE",17/10/014,17/01/2015,1,COMPLETED,goods
